,words,scores
1352,divis,3
1353,gurudwara,3
1354,disgust,3
1355,sab,3
1356,replac,3
1357,hardship,3
1358,devast,3
1359,kaha,3
1360,custom,3
1361,reveal,3
1362,troubl,3
1363,frontlin,3
1364,pack,3
1365,jan,3
1366,fill,3
1367,photo,3
1368,held,3
1369,sunday,3
1370,kya,3
1371,cremat,3
1372,ram,3
1373,kishan,3
1374,yadav,3
1375,statist,3
1376,specul,3
1377,culprit,3
1378,low,3
1379,hurt,3
1380,salari,3
1381,coverag,3
1382,ngo,3
1383,ago,3
1384,dan,3
1385,oureffort,3
1386,yourcooper,3
1387,lko,3
1388,bought,3
1389,channel,3
1390,technician,3
1391,mindset,3
1392,caller,3
1393,inspit,3
1394,miss,3
1395,qualiti,3
1396,knew,3
1397,fever,3
1398,session,3
1399,credibl,3
1400,special,3
1401,cash,3
1402,interven,3
1403,tip,3
1404,stone,3
1405,regard,3
1406,piyush,3
1407,goyal,3
1408,flow,3
1409,attach,3
1410,wake,3
1411,zone,3
1412,spirit,3
1413,barrist,3
1414,aspect,3
1415,manpow,3
1416,defenc,3
1417,respond,3
1418,prevail,3
1419,ameen,3
1420,compris,3
1421,privaci,3
1422,bandipora,3
1423,yearold,3
1424,stagger,3
1425,outcom,3
1426,consult,3
1427,aircraft,3
1428,diagnos,3
1429,exercis,3
1430,herd,3
1431,lancet,3
1432,confirm,3
1433,circul,3
1434,sant,3
1435,asharamji,3
1436,bapu,3
1437,pure,3
1438,shower,3
1439,reddi,3
1440,presenc,3
1441,mode,3
1442,web,3
1443,sikh,3
1444,seva,3
1445,cup,3
1446,malaysian,3
1447,grate,3
1448,selftest,3
1449,pretti,3
1450,scare,3
1451,honest,3
1452,cough,3
1453,editori,3
1454,bother,3
1455,reliev,3
1456,holiday,3
1457,basu,3
1458,physic,3
1459,item,3
1460,reject,3
1461,heal,3
1462,tata,3
1463,gilead,3
1464,unlock,3
1465,mom,3
1466,parveen,3
1467,search,3
1468,mandatori,3
1469,divid,3
1470,asia,3
1471,soar,3
1472,margin,3
1473,scan,3
1474,criticis,3
1475,vibe,3
1476,sub,3
1477,dispatch,3
1478,kais,3
1479,japan,3
1480,honor,3
1481,vax,3
1482,conferenc,3
1483,khairi,3
1484,zoom,3
1485,webex,3
1486,proud,3
1487,withdrawn,3
1488,asid,3
1489,room,3
1490,sick,3
1491,glad,3
1492,burden,3
1493,aftermath,3
1494,impact,3
1495,ego,3
1496,aiim,3
1497,psa,3
1498,exampl,3
1499,largest,3
1500,hain,3
1501,sacrific,3
1502,document,3
1503,file,3
1504,trade,3
1505,android,3
1506,user,3
1507,onli,3
1508,rescu,3
1509,coochbehar,3
1510,ticket,3
1511,remark,3
1512,websit,3
1513,boy,3
1514,varanasi,3
1515,tamil,3
1516,nadu,3
1517,tour,3
1518,journalist,3
1519,ltr,3
1520,kalyan,3
1521,tripl,3
1522,blackmarket,3
1523,roy,3
1524,sonu,3
1525,amphotericin,3
1526,hcq,3
1527,dump,3
1528,greatest,3
1529,damodar,3
