,words,scores
1583,rcb,3
1584,socially,3
1585,banker,3
1586,move,3
1587,contribution,3
1588,picked,3
1589,female,3
1590,observation,3
1591,frontline,3
1592,separate,3
1593,spot,3
1594,writes,3
1595,tika,3
1596,cold,3
1597,intervene,3
1598,raha,3
1599,mission,3
1600,extortion,3
1601,entertainment,3
1602,pending,3
1603,heavy,3
1604,mess,3
1605,frustrate,3
1606,snan,3
1607,mla,3
1608,truly,3
1609,brings,3
1610,door,3
1611,comparison,3
1612,design,3
1613,mafia,3
1614,quick,3
1615,shield,3
1616,guess,3
1617,fill,3
1618,rapid,3
1619,harm,3
1620,aarogya,3
1621,setu,3
1622,haridwar,3
1623,secure,3
1624,headline,3
1625,affair,3
1626,damn,3
1627,offer,3
1628,prof,3
1629,executive,3
1630,disappear,3
1631,yaha,3
1632,pehle,3
1633,continuously,3
1634,ramzan,3
1635,root,3
1636,headache,3
1637,grapple,3
1638,sight,3
1639,ghar,3
1640,ko,3
1641,girl,3
1642,mah,3
1643,surface,3
1644,insensitive,3
1645,sacrifice,3
1646,tax,3
1647,insurance,3
1648,breathe,3
1649,viral,3
1650,carrier,3
1651,ashok,3
1652,oneday,3
1653,shukla,3
1654,flu,3
1655,hota,3
1656,behave,3
1657,sinha,3
1658,phone,3
1659,announcement,3
1660,prize,3
1661,temple,3
1662,aap,3
1663,allahabad,3
1664,superhero,3
1665,shameful,3
1666,aunty,3
1667,judging,3
1668,suffering,3
1669,panvel,3
1670,counting,3
1671,cremation,3
1672,reuters,3
1673,criticise,3
1674,director,3
1675,couple,3
1676,setup,3
1677,japan,3
1678,dm,3
1679,balance,3
1680,hide,3
1681,alternative,3
1682,fault,3
1683,fraternity,3
1684,madame,3
1685,kanimozi,3
1686,byvrr,3
1687,faster,3
1688,arrangement,3
1689,blessing,3
1690,supreme,3
1691,terrorise,3
1692,poverty,3
1693,fuel,3
1694,thn,3
1695,anti,3
1696,liye,3
1697,machinery,3
1698,illogical,3
1699,domestic,3
1700,occur,3
1701,behalf,3
1702,ahmad,3
1703,devotee,3
1704,ear,3
1705,race,3
1706,chhattisgarh,3
1707,karne,3
1708,particular,3
1709,punish,3
1710,onwards,3
1711,evm,3
1712,chemist,3
1713,screen,3
1714,repent,3
1715,sanitization,3
1716,noida,3
1717,bound,3
1718,jan,3
1719,red,3
1720,flag,3
1721,nobel,3
1722,postive,3
1723,flood,3
1724,nikhil,3
1725,ruin,3
1726,hoga,3
1727,innocent,3
1728,toh,3
1729,fir,3
1730,promise,3
1731,finish,3
1732,file,3
1733,tire,3
1734,goal,3
1735,ever,3
1736,position,3
1737,workplace,3
1738,evaluate,3
1739,heat,3
1740,prepare,3
1741,naked,3
1742,prisoner,3
1743,counter,3
1744,mall,3
1745,unavailability,3
1746,magistrate,3
1747,highlight,3
1748,miserably,3
1749,kisi,3
1750,brave,3
1751,false,3
1752,mislead,3
1753,curfewed,3
1754,leaf,3
1755,enjoy,3
1756,reserve,3
1757,procedure,3
1758,unity,3
1759,patel,3
1760,prescribe,3
1761,horrific,3
1762,mutate,3
1763,kudos,3
1764,tocilizumab,3
1765,rodrigues,3
1766,jumbo,3
1767,mulund,3
1768,unfortunate,3
1769,inj,3
1770,rush,3
1771,specific,3
1772,sirremdesivir,3
1773,heteros,3
1774,availableartificial,3
1775,mr,3
1776,therapy,3
1777,identify,3
1778,attendant,3
1779,wid,3
1780,prompt,3
1781,profit,3
1782,survival,3
1783,anil,3
1784,havent,3
1785,helplines,3
1786,pradeep,3
1787,jhansi,3
1788,ramped,3
1789,admin,3
1790,sadly,3
1791,conspire,3
1792,alive,3
1793,moderna,3
1794,scholar,3
1795,maulana,3
1796,wahiduddin,3
1797,apr,3
1798,particle,3
1799,cpec,3
