,words,scores
1411,province,4
1412,employer,4
1413,november,4
1414,bio,4
1415,america,4
1416,century,4
1417,fudge,4
1418,urgently,4
1419,ecmo,4
1420,rail,4
1421,more,4
1422,technical,4
1423,stood,4
1424,separately,4
1425,moratorium,4
1426,waive,4
1427,rotary,4
1428,guest,4
1429,deny,4
1430,smt,4
1431,pmo,4
1432,exemption,4
1433,struck,4
1434,summit,4
1435,mr,4
1436,winner,4
1437,seek,4
1438,innovation,4
1439,reveals,4
1440,scheme,4
1441,promote,4
1442,conviction,4
1443,willpower,4
1444,strive,4
1445,apathy,4
1446,awa,4
1447,wid,4
1448,star,4
1449,inflation,4
1450,discharge,4
1451,vihar,4
1452,inspiration,4
1453,thankyou,4
1454,buat,4
1455,saringan,4
1456,ppum,4
1457,shit,4
1458,milestone,4
1459,white,4
1460,laxmi,4
1461,refresh,4
1462,dma,4
1463,upload,4
1464,relation,4
1465,rampant,4
1466,broadcast,4
1467,audience,4
1468,slp,4
1469,raksha,4
1470,infectant,4
1471,karbi,4
1472,anglong,4
1473,iran,4
1474,lord,4
1475,handmade,4
1476,tomorow,4
1477,ghost,4
1478,previous,4
1479,sushant,4
1480,justice,4
1481,raghav,4
1482,chadha,4
1483,upper,4
1484,chitral,4
1485,superhero,4
1486,wagholi,4
1487,conference,4
1488,truly,4
1489,himachal,4
1490,method,4
1491,sing,4
1492,abt,4
1493,lightly,4
1494,kuwait,4
1495,regardless,4
1496,investigate,4
1497,advisor,4
1498,faizal,4
1499,gmch,4
1500,occur,4
1501,mega,4
1502,throw,4
1503,antiviral,4
1504,bondhucholngo,4
1505,amphotericin,4
1506,caution,4
1507,siddiqui,4
1508,zinc,4
1509,supplementscorporates,4
1510,mint,4
1511,millionsgovts,4
1512,controversial,4
1513,rtiobviously,4
1514,evident,4
1515,mechanism,4
1516,unclear,4
1517,assure,4
1518,mussoorie,4
1519,manali,4
1520,overtakes,4
1521,brief,4
1522,underprivileged,4
1523,tagore,4
1524,cardiac,4
1525,irreparable,4
1526,banerjee,4
1527,dheeraj,4
1528,secure,4
1529,provisional,4
1530,dengue,4
1531,span,4
1532,bhaag,4
1533,tournament,4
1534,tracker,4
1535,owaisi,4
1536,hardship,4
1537,sundarban,4
1538,kakdwip,4
1539,pgs,4
1540,yash,4
1541,cyclone,4
1542,mukul,4
1543,organisational,4
1544,author,4
1545,paper,4
1546,nuclear,4
1547,madhyamik,4
1548,covax,4
1549,duliajan,4
1550,rohingya,4
1551,visitor,3
1552,newly,3
1553,hot,3
1554,pathetic,3
1555,heart,3
1556,men,3
1557,red,3
1558,admits,3
1559,accident,3
1560,flipkart,3
1561,refund,3
1562,catastrophe,3
1563,antibody,3
1564,mutate,3
1565,operation,3
1566,childrens,3
1567,iam,3
1568,homeless,3
1569,peaceful,3
1570,indoors,3
1571,transmit,3
1572,tragedy,3
1573,sent,3
1574,obviously,3
1575,planet,3
1576,target,3
1577,booster,3
1578,malaria,3
1579,inthe,3
1580,island,3
1581,timely,3
1582,thursday,3
1583,padma,3
1584,sant,3
1585,asharamji,3
1586,extra,3
1587,welfare,3
1588,kerala,3
1589,kejriwal,3
1590,singleday,3
1591,tnc,3
1592,rickshaw,3
1593,bihar,3
1594,confirms,3
1595,quality,3
1596,holiday,3
1597,decline,3
1598,cite,3
1599,asha,3
1600,queue,3
1601,hill,3
1602,journal,3
1603,allows,3
1604,contagious,3
1605,guidelinessops,3
1606,kulgam,3
1607,masksdefying,3
1608,lady,3
1609,ruin,3
1610,error,3
1611,promise,3
1612,tea,3
1613,expo,3
1614,lahore,3
1615,gap,3
1616,mobile,3
1617,pendamic,3
1618,valley,3
1619,gilgit,3
1620,approach,3
1621,resort,3
1622,propaganda,3
1623,collaborate,3
1624,bore,3
1625,refugee,3
1626,workout,3
1627,interval,3
1628,biden,3
1629,abu,3
1630,dhabi,3
1631,creat,3
1632,religion,3
1633,aim,3
1634,simply,3
1635,suggests,3
1636,gilgitbaltistan,3
1637,rapid,3
1638,green,3
1639,australia,3
1640,nahi,3
1641,eid,3
1642,shield,3
1643,programme,3
1644,pandamic,3
1645,kangyidaunt,3
1646,abduct,3
1647,suspicion,3
1648,blaze,3
1649,detain,3
1650,entrance,3
1651,wednesday,3
1652,partial,3
1653,execute,3
1654,oclock,3
1655,checked,3
1656,vendor,3
1657,literally,3
1658,location,3
1659,connect,3
1660,scream,3
1661,careless,3
1662,riot,3
1663,stamp,3
1664,wisely,3
1665,meerut,3
1666,jaipur,3
1667,certain,3
1668,bar,3
1669,purchase,3
1670,bengaluru,3
1671,security,3
1672,bring,3
1673,keep,3
1674,touch,3
1675,flaunt,3
1676,metropolitan,3
1677,commitment,3
1678,silchar,3
1679,roam,3
1680,withdraws,3
1681,panel,3
1682,resource,3
1683,manager,3
1684,felt,3
1685,madhapur,3
1686,operate,3
1687,appeal,3
1688,wilson,3
1689,submit,3
1690,freedom,3
1691,ashamed,3
1692,finish,3
1693,relaxed,3
1694,shopkeeper,3
1695,wonder,3
1696,jay,3
1697,prevail,3
1698,idiot,3
1699,easier,3
1700,player,3
1701,cricket,3
1702,heard,3
1703,separate,3
1704,confuse,3
1705,commit,3
1706,covids,3
1707,elderly,3
1708,moderate,3
1709,reference,3
1710,wtf,3
1711,elitist,3
1712,crapbags,3
1713,consume,3
1714,alcohol,3
1715,ubiquitous,3
1716,periyar,3
1717,idiotic,3
1718,curevac,3
